name,email,role,city,wall_slug,population
Ken Klikach,,Councillor,Tumbler Ridge,ken-klikach-councillor,2399
Luana Dusseault,,Councillor,Tumbler Ridge,luana-dusseault-councillor,2399
Nicole Noksana,,Councillor,Tumbler Ridge,nicole-noksana-councillor,2399
Ron Hofman,,Councillor,Tumbler Ridge,ron-hofman-councillor,2399
Roxanne Gulick,,Councillor,Tumbler Ridge,roxanne-gulick-councillor,2399
Bill Haring,,Councillor,Clearwater,bill-haring-councillor,2388
Ken Matheson,,Councillor,Clearwater,ken-matheson-councillor,2388
Lyle Mackenzie,,Councillor,Clearwater,lyle-mackenzie-councillor,2388
Lynne Frizzle,,Councillor,Clearwater,lynne-frizzle-councillor,2388
Shelley Sim,,Councillor,Clearwater,shelley-sim-councillor,2388
Theresa Braaten,,Councillor,Clearwater,theresa-braaten-councillor,2388
Jérémie Meunier,,Councillor,Burrard Inlet 3,j-r-mie-meunier-councillor,2373
Douglas Richardson,,Councillor,Anmore,douglas-richardson-councillor,2356
Kim Trowbridge,,Councillor,Anmore,kim-trowbridge-councillor,2356
Paul Weverink,,Councillor,Anmore,paul-weverink-councillor,2356
Polly Krier,,Councillor,Anmore,polly-krier-councillor,2356
Ann-Marie Baron,,Councillor,Port McNeill,ann-marie-baron-councillor,2356
Leighann Ruel,,Councillor,Port McNeill,leighann-ruel-councillor,2356
Michelle Carson,,Councillor,Port McNeill,michelle-carson-councillor,2356
Shelley Downey,,Councillor,Port McNeill,shelley-downey-councillor,2356
Andrea Smith,,Councillor,Chetwynd,andrea-smith-councillor,2302
Clay Bassendowski,,Councillor,Chetwynd,clay-bassendowski-councillor,2302
Janet Wark,,Councillor,Chetwynd,janet-wark-councillor,2302
Julia Nelson,,Councillor,Chetwynd,julia-nelson-councillor,2302
Kayla MacDonald,,Councillor,Chetwynd,kayla-macdonald-councillor,2302
Melvin Deck,,Councillor,Chetwynd,melvin-deck-councillor,2302
Barb Wiebe,,Councillor,Lillooet,barb-wiebe-councillor,2302
Laurie Hopfl,,Councillor,Lillooet,laurie-hopfl-councillor,2302
Patti Flann,,Councillor,Lillooet,patti-flann-councillor,2302
Randy McNary,,Councillor,Lillooet,randy-mcnary-councillor,2302
Rolf de Bruin,,Councillor,Lillooet,rolf-de-bruin-councillor,2302
Chris Candy,,Councillor,Logan Lake,chris-candy-councillor,2255
Garry Youd,,Councillor,Logan Lake,garry-youd-councillor,2255
Jim McNeely,,Councillor,Logan Lake,jim-mcneely-councillor,2255
Lawrence Hart,,Councillor,Logan Lake,lawrence-hart-councillor,2255
Marion Bell,,Councillor,Logan Lake,marion-bell-councillor,2255
Peter Martell,,Councillor,Logan Lake,peter-martell-councillor,2255
Ian Kennington,,Councillor,Ucluelet,ian-kennington-councillor,2066
Jennifer Hoar,,Councillor,Ucluelet,jennifer-hoar-councillor,2066
Marilyn McEwen,,Councillor,Ucluelet,marilyn-mcewen-councillor,2066
Mark Maftei,,Councillor,Ucluelet,mark-maftei-councillor,2066
Shawn Anderson,,Councillor,Ucluelet,shawn-anderson-councillor,2066
Geoff Bevan,,Councillor,Lumby,geoff-bevan-councillor,2063
Lori Mindnich,,Councillor,Lumby,lori-mindnich-councillor,2063
Randal Ostafichuk,,Councillor,Lumby,randal-ostafichuk-councillor,2063
Sherry Kineshanko,,Councillor,Lumby,sherry-kineshanko-councillor,2063
Bill Wenman,,Councillor,Fruitvale,bill-wenman-councillor,1958
Catherine Ellison,,Councillor,Fruitvale,catherine-ellison-councillor,1958
Julia Mason,,Councillor,Fruitvale,julia-mason-councillor,1958
Wes Startup,,Councillor,Fruitvale,wes-startup-councillor,1958
Chris Pettman,,Councillor,One Hundred Mile House,chris-pettman-councillor,1928
David Mingo,,Councillor,One Hundred Mile House,david-mingo-councillor,1928
Maureen Pinkney,,Councillor,One Hundred Mile House,maureen-pinkney-councillor,1928
Ralph Fossum,,Councillor,One Hundred Mile House,ralph-fossum-councillor,1928
Allan Jackson,,Councillor,Harrison Hot Springs,allan-jackson-councillor,1905
John Buckley,,Councillor,Harrison Hot Springs,john-buckley-councillor,1905
Leo Facio,,Councillor,Harrison Hot Springs,leo-facio-mayor,1905
Michie Vidal,,Councillor,Harrison Hot Springs,michie-vidal-councillor,1905
Colin McInnis,,Councillor,Barriere,colin-mcinnis-councillor,1765
Donna Kibble,,Councillor,Barriere,donna-kibble-councillor,1765
Judy Armstrong,,Councillor,Barriere,judy-armstrong-councillor,1765
Louise Lodge,,Councillor,Barriere,louise-lodge-councillor,1765
Rob Kerslake,,Councillor,Barriere,rob-kerslake-councillor,1765
Scott Kershaw,,Councillor,Barriere,scott-kershaw-councillor,1765
Carolyn Amantea,,Councillor,Warfield,carolyn-amantea-councillor,1753
Fran Noone,,Councillor,Warfield,fran-noone-councillor,1753
Jim Hill,,Councillor,Warfield,jim-hill-councillor,1753
Raymond Masleck,,Councillor,Warfield,raymond-masleck-councillor,1753
Doreen Lambert,,Councillor,Ashcroft,doreen-lambert-councillor,1670
Jessica Clement,,Councillor,Ashcroft,jessica-clement-councillor,1670
Jonah Anstett,,Councillor,Ashcroft,jonah-anstett-councillor,1670
Nadine Davenport,,Councillor,Ashcroft,nadine-davenport-councillor,1670
Charlie Rensby,,Councillor,Burns Lake,charlie-rensby-councillor,1659
Darrell Hill,,Councillor,Burns Lake,darrell-hill-councillor,1659
Henry Wiebe,,Councillor,Burns Lake,henry-wiebe-councillor,1659
Kevin White,,Councillor,Burns Lake,kevin-white-councillor,1659
Kristy Bjarnason,,Councillor,Burns Lake,kristy-bjarnason-councillor,1659
Marianne Lambert,,Councillor,Musqueam 2,marianne-lambert-councillor,1646
Arden Holley,,Councillor,Keremeos,arden-holley-councillor,1608
Garry Elliott,,Councillor,Keremeos,garry-elliott-councillor,1608
Jason Wiebe,,Councillor,Keremeos,jason-wiebe-councillor,1608
Jeremy Evans,,Councillor,Keremeos,jeremy-evans-councillor,1608
Tracy Henderson,,Councillor,Keremeos,tracy-henderson-councillor,1608
Aidan McLaren-Caux,,Councillor,Nakusp,aidan-mclaren-caux-councillor,1589
Dawn Edwards,,Councillor,Nakusp,dawn-edwards-councillor,1589
Mason Hough,,Councillor,Nakusp,mason-hough-councillor,1589
Tina Knooihuizen,,Councillor,Nakusp,tina-knooihuizen-councillor,1589
Annette Morgan,,Councillor,Telkwa,annette-morgan-councillor,1474
Cathy Frenette,,Councillor,Telkwa,cathy-frenette-councillor,1474
Lee Ewald,,Councillor,Telkwa,lee-ewald-councillor,1474
Simon Schat,,Councillor,Telkwa,simon-schat-councillor,1474
Marcus Reuter,,Councillor,Lions Bay,marcus-reuter-councillor,1390
Michael Broughton,,Councillor,Lions Bay,michael-broughton-councillor,1390
Neville Abbott,,Councillor,Lions Bay,neville-abbott-councillor,1390
Norm Barmeier,,Councillor,Lions Bay,norm-barmeier-councillor,1390
Corbett Boschman,,Councillor,Fort St. James,corbett-boschman-councillor,1386
Jennifer Howell,,Councillor,Fort St. James,jennifer-howell-councillor,1386
Judith Friesen,,Councillor,Fort St. James,judith-friesen-councillor,1386
Kris Nielsen,,Councillor,Fort St. James,kris-nielsen-councillor,1386
CAREY COLLIN,,Councillor,Radium Hot Springs,carey-collin-councillor,1339
CHRISTI FERGUSON-HUSTON,,Councillor,Radium Hot Springs,christi-ferguson-huston-councillor,1339
DALE SHUDRA,,Councillor,Radium Hot Springs,dale-shudra-councillor,1339
ERIN PALASHNIUK,,Councillor,Radium Hot Springs,erin-palashniuk-councillor,1339
Betty Ponto,,Councillor,Taylor,betty-ponto-councillor,1317
Brent Taillefer,,Councillor,Taylor,brent-taillefer-councillor,1317
Desirae Graziano,,Councillor,Taylor,desirae-graziano-councillor,1317
Michelle Turnbull,,Councillor,Taylor,michelle-turnbull-councillor,1317
Murray Giesbrecht,,Councillor,Taylor,murray-giesbrecht-councillor,1317
Alison Pringle,,Councillor,Gold River,alison-pringle-councillor,1246
Henry Fossen,,Councillor,Gold River,henry-fossen-councillor,1246
Nikki Pichert,,Councillor,Gold River,nikki-pichert-councillor,1246
Peter Wehmeier,,Councillor,Gold River,peter-wehmeier-councillor,1246
David Weiser,,Councillor,Thompson-Nicola E (Bonaparte Plateau),david-weiser-councillor,1162
Jennifer Lins,,Councillor,Salmo,jennifer-lins-councillor,1140
Kenzie Neil,,Councillor,Salmo,kenzie-neil-councillor,1140
Melanie Cox,,Councillor,Salmo,melanie-cox-councillor,1140
Todd Wallace,,Councillor,Salmo,todd-wallace-councillor,1140
Holly Blanchette,,Councillor,Valemount,holly-blanchette-councillor,1052
Pete Pearson,,Councillor,Valemount,pete-pearson-councillor,1052
Erika Bird,,Councillor,Kaslo,erika-bird-councillor,1049
Matthew Brown,,Councillor,Kaslo,matthew-brown-councillor,1049
Molly Leathwood,,Councillor,Kaslo,molly-leathwood-councillor,1049
Robert Lang,,Councillor,Kaslo,robert-lang-councillor,1049
CINDY COOK,,Councillor,Montrose,cindy-cook-councillor,1013
DONALD BERRIAULT,,Councillor,Montrose,donald-berriault-councillor,1013
PAUL CARON,,Councillor,Montrose,paul-caron-councillor,1013
RORY STEEP,,Councillor,Montrose,rory-steep-councillor,1013
Carmen Ranta,,Councillor,Cache Creek,carmen-ranta-councillor,969
David Dubois,,Councillor,Cache Creek,david-dubois-councillor,969
Kelly Debert,,Councillor,Cache Creek,kelly-debert-councillor,969
Sue Peters,,Councillor,Cache Creek,sue-peters-councillor,969
Audrey Fennema,,Councillor,Fraser Lake,audrey-fennema-councillor,965
Craig LePoidevin,,Councillor,Fraser Lake,craig-lepoidevin-councillor,965
Joe Jenkinson,,Councillor,Fraser Lake,joe-jenkinson-councillor,965
Jolene Webb,,Councillor,Fraser Lake,jolene-webb-councillor,965
Ayla Pearson,,Councillor,Queen Charlotte,ayla-pearson-councillor,964
Jesse Embree,,Councillor,Queen Charlotte,jesse-embree-councillor,964
Lisa Pineault,,Councillor,Queen Charlotte,lisa-pineault-councillor,964
Sean Young,,Councillor,Queen Charlotte,sean-young-councillor,964
Deborah Beattie,,Councillor,Hudson's Hope,deborah-beattie-councillor,841
James Cryderman,,Councillor,Hudson's Hope,james-cryderman-councillor,841
Kelly Miller,,Councillor,Hudson's Hope,kelly-miller-councillor,841
Tashana Winnicky,,Councillor,Hudson's Hope,tashana-winnicky-councillor,841
Tina Jeffrey,,Councillor,Hudson's Hope,tina-jeffrey-councillor,841
Travous Quibell,,Councillor,Hudson's Hope,travous-quibell-councillor,841
Barry Pages,,Councillor,Masset,barry-pages-mayor,838
Bret Johnston,,Councillor,Masset,bret-johnston-councillor,838
Jim Currie,,Councillor,Masset,jim-currie-councillor,838
Terry Carty,,Councillor,Masset,terry-carty-councillor,838
Anora Kobza,,Councillor,Canal Flats,anora-kobza-councillor,802
Jennifer Noble,,Councillor,Canal Flats,jennifer-noble-councillor,802
Justin Stanbury,,Councillor,Canal Flats,justin-stanbury-councillor,802
Patricia Reed,,Councillor,Canal Flats,patricia-reed-councillor,802
Danielle Veach,,Councillor,Pouce Coupe,danielle-veach-councillor,762
James Wall,,Councillor,Pouce Coupe,james-wall-councillor,762
Kurtis Rabel,,Councillor,Pouce Coupe,kurtis-rabel-councillor,762
Marcel Woodill,,Councillor,Pouce Coupe,marcel-woodill-councillor,762
Raymond Johnston,,Councillor,Pouce Coupe,raymond-johnston-councillor,762
David Stewart,,Councillor,Port Alice,david-stewart-councillor,739
Holly Aldis,,Councillor,Port Alice,holly-aldis-councillor,739
Russell Murray,,Councillor,Port Alice,russell-murray-councillor,739
Sean Watson,,Councillor,Port Alice,sean-watson-councillor,739
Clint Huisman,,Councillor,Greenwood,clint-huisman-councillor,702
Gerry Shaw,,Councillor,Greenwood,gerry-shaw-councillor,702
Jessica McLean,,Councillor,Greenwood,jessica-mclean-councillor,702
Jim Nathorst,,Councillor,Greenwood,jim-nathorst-councillor,702
Carolina Clark,,Councillor,Belcarra,carolina-clark-councillor,687
Janet Ruzycki,,Councillor,Belcarra,janet-ruzycki-councillor,687
Joe Elworthy,,Councillor,Belcarra,joe-elworthy-councillor,687
Liisa Wilder,,Councillor,Belcarra,liisa-wilder-councillor,687
Aaron Pownall,,Councillor,Midway,aaron-pownall-councillor,651
Darrin Metcalf,,Councillor,Midway,darrin-metcalf-councillor,651
Judy Willsey,,Councillor,Midway,judy-willsey-councillor,651
Richard Dunsdon,,Councillor,Midway,richard-dunsdon-councillor,651
Allan Berg,,Councillor,New Hazelton,allan-berg-councillor,602
Braunwyn Henwood,,Councillor,New Hazelton,braunwyn-henwood-councillor,602
George Burns,,Councillor,New Hazelton,george-burns-councillor,602
Jutta Hobenshield,,Councillor,New Hazelton,jutta-hobenshield-councillor,602
Mike Weeber,,Councillor,New Hazelton,mike-weeber-councillor,602
Ray Sturney,,Councillor,New Hazelton,ray-sturney-councillor,602
Diane Smith,,Councillor,McBride,diane-smith-councillor,588
Glen Frear,,Councillor,McBride,glen-frear-councillor,588
Joe Kolida,,Councillor,McBride,joe-kolida-councillor,588
Peter Caputo,,Councillor,McBride,peter-caputo-councillor,588
Darrell Schapansky,,Councillor,Clinton,darrell-schapansky-councillor,568
David Park,,Councillor,Clinton,david-park-councillor,568
Nicholas Kosovic,,Councillor,Clinton,nicholas-kosovic-councillor,568
Sandi Burrage,,Councillor,Clinton,sandi-burrage-councillor,568
FRANK KAMERMANS,,Councillor,Stewart,frank-kamermans-councillor,517
HOPI KRUCHOWSKI,,Councillor,Stewart,hopi-kruchowski-councillor,517
JESSICA KENNEDY,,Councillor,Stewart,jessica-kennedy-councillor,517
KEENAN KENNEDY,,Councillor,Stewart,keenan-kennedy-councillor,517
NINA RUSSELL,,Councillor,Stewart,nina-russell-councillor,517
SEAN POWNALL,,Councillor,Stewart,sean-pownall-councillor,517
Annie Surprenant,,Councillor,Penelakut Island 7,annie-surprenant-councillor,513
Casey Law,,Councillor,New Denver,casey-law-councillor,487
Colin Moss,,Councillor,New Denver,colin-moss-councillor,487
Danika Hammond,,Councillor,New Denver,danika-hammond-councillor,487
John Fyke,,Councillor,New Denver,john-fyke-councillor,487
CHRISTINE MACKENZIE,,Councillor,Port Edward,christine-mackenzie-councillor,470
COLLEEN MCDONALD,,Councillor,Port Edward,colleen-mcdonald-councillor,470
DAN FRANZEN,,Councillor,Port Edward,dan-franzen-councillor,470
JAMES BROWN,,Councillor,Port Edward,james-brown-councillor,470
Kane Gordon,,Councillor,Alert Bay (Village),kane-gordon-councillor,449
Larry Hill,,Councillor,Alert Bay (Village),larry-hill-councillor,449
Lisanne Granger,,Councillor,Alert Bay (Village),lisanne-granger-councillor,449
Sandra McGregor,,Councillor,Alert Bay (Village),sandra-mcgregor-councillor,449
Cheryl Northcott,,Councillor,Tahsis,cheryl-northcott-councillor,393
Douglas Elliott,,Councillor,Tahsis,douglas-elliott-councillor,393
Meggan Joseph,,Councillor,Tahsis,meggan-joseph-councillor,393
Sarah Fowler,,Councillor,Tahsis,sarah-fowler-councillor,393
Casey Chapman,,Councillor,Alert Bay (Reserve),casey-chapman-councillor,382
Kane Gordon,,Councillor,Alert Bay (Reserve),kane-gordon-councillor,382
Lisanne Granger,,Councillor,Alert Bay (Reserve),lisanne-granger-councillor,382
Veronica McGregor,,Councillor,Alert Bay (Reserve),veronica-mcgregor-councillor,382
Ezra BULLER,,Councillor,Slocan,ezra-buller-councillor,379
Joanna VAN BYNEN,,Councillor,Slocan,joanna-van-bynen-councillor,379
Jordan KNOTT,,Councillor,Slocan,jordan-knott-councillor,379
Madeleine PERRIERE,,Councillor,Slocan,madeleine-perriere-councillor,379
Brigid Cumming,,Councillor,Port Clements,brigid-cumming-councillor,340
Dennis Reindl,,Councillor,Port Clements,dennis-reindl-councillor,340
Kazamir Falconbridge,,Councillor,Port Clements,kazamir-falconbridge-councillor,340
Wayne Nicol,,Councillor,Port Clements,wayne-nicol-councillor,340
Calvin THOMPSON,,Councillor,Granisle,calvin-thompson-councillor,337
Heather DEDIO,,Councillor,Granisle,heather-dedio-councillor,337
Karen BARBER,,Councillor,Granisle,karen-barber-councillor,337
Marilyn BERGLUND,,Councillor,Granisle,marilyn-berglund-councillor,337
Kohen Gilkin,,Councillor,Sayward,kohen-gilkin-councillor,334
Scott Burchett,,Councillor,Sayward,scott-burchett-councillor,334
Sue Poulsen,,Councillor,Sayward,sue-poulsen-councillor,334
Tom Tinsley,,Councillor,Sayward,tom-tinsley-councillor,334
Buddy Smith,,Councillor,Hazelton,buddy-smith-councillor,257
Christine Anonuevo,,Councillor,Hazelton,christine-anonuevo-councillor,257
Jody Tetreau,,Councillor,Hazelton,jody-tetreau-councillor,257
Julie Maitland,,Councillor,Hazelton,julie-maitland-councillor,257
Wendy Blackstock,,Councillor,Hazelton,wendy-blackstock-councillor,257
Amanda Frayn,,Councillor,Quatsino Subdivision 18,amanda-frayn-councillor,246
Dirk Van Stralen,,Councillor,Wells,dirk-van-stralen-councillor,218
Dorothea Funk,,Councillor,Wells,dorothea-funk-councillor,218
Jennifer Lewis,,Councillor,Wells,jennifer-lewis-councillor,218
Josh Trotter-Wanner,,Councillor,Wells,josh-trotter-wanner-councillor,218
Jennifer Thoss,,Councillor,Lytton,jennifer-thoss-councillor,210
Jessoa Lightfoot,,Councillor,Lytton,jessoa-lightfoot-councillor,210
Melissa Michell,,Councillor,Lytton,melissa-michell-councillor,210
Nonie McCann,,Councillor,Lytton,nonie-mccann-councillor,210
Brian Mills,,Councillor,Silverton,brian-mills-councillor,149
Clarence Denbok,,Councillor,Silverton,clarence-denbok-councillor,149
Leah Main,,Councillor,Silverton,leah-main-councillor,149
Margaret Scaia,,Councillor,Silverton,margaret-scaia-councillor,149
François Roy,,Councillor,Cape Mudge 10,fran-ois-roy-councillor,145
Adrian O'Connor,,Councillor,Zeballos,adrian-o-connor-councillor,126
Barb Lewis,,Councillor,Zeballos,barb-lewis-councillor,126
Justin Janisse,,Councillor,Zeballos,justin-janisse-councillor,126
Ronald Deck,,Councillor,Zeballos,ronald-deck-councillor,126
Andrea Boardman,,Councillor,Esquimalt (Reserve),andrea-boardman-councillor,120
Darlene Rotchford,,Councillor,Esquimalt (Reserve),darlene-rotchford-councillor,120
Duncan Cavens,,Councillor,Esquimalt (Reserve),duncan-cavens-councillor,120
Jacob Helliwell,,Councillor,Esquimalt (Reserve),jacob-helliwell-councillor,120
Ken Armour,,Councillor,Esquimalt (Reserve),ken-armour-councillor,120
Tim Morrison,,Councillor,Esquimalt (Reserve),tim-morrison-councillor,120
Jessica Racine-Lehoux,,Councillor,Oyster Bay 12,jessica-racine-lehoux-councillor,105
Patricia Poissant,,Councillor,McMillan Island 6,patricia-poissant-councillor,96
Mélanie Dufresne,,Councillor,Coquitlam 1,m-lanie-dufresne-councillor,55
Claire Charbonneau,,Councillor,Squaw-Hay-One 11,claire-charbonneau-councillor,29
Jean Fontaine,,Councillor,Musqueam 4,jean-fontaine-councillor,10
Lyne Poitras,,Councillor,Galiano Island 9,lyne-poitras-councillor,0
Marco Savard,,Councillor,Squirrel Cove 8,marco-savard-councillor,0
