source,geo_or_category,trend_status,rank,title,metric,pub_age_minutes,published_at,related_context,url,fetched_at
google_news,CA (Politics),NEW_PAST_HOUR,16,Denmark's prime minister blasts unsolicited beauty advice from plastic surgeon on Instagram - CTV News,Source: CTV News,1059m,2026-08-24T15:20:36.000Z,"Published: Mon, 24 Aug 2026 15:20:36 GMT",https://news.google.com/rss/articles/CBMixwFBVV95cUxQWHNNYVEzN0FWRVd2SFdET2t2NllhZzZoTVgxZnFxazd3SkJLWWEwNm9rOWpYTTFRSFp1UlRXSERsSWQtbUhPdlJLX2pwNjkxeW9talRiY1J2QmlqX3U4MzREcmhiWGppU2MzeGI3eHcyeVNfbTU4SnhjTXBBa3BPUG5ueHE4Q1E2QUg5dGp0UU5YUFo5TDdod3JNbEx3bF9MbVZXVkM2amVkdHgxRmxrbVNpaXJEd1BPVjFrOFhYVTE1dzMxSDU4?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Politics),NEW_PAST_HOUR,17,"Existing White House bunker undermines need for East Wing renovation, officials reportedly say - The Hill",Source: The Hill,1029m,2026-08-24T15:51:00.000Z,"Published: Mon, 24 Aug 2026 15:51:00 GMT",https://news.google.com/rss/articles/CBMijwFBVV95cUxQeDNfT0Zpc2otX3dyMGZRLTV1SUt6ZlJaNDFwRjNOOW9yby0yTkVLTWhhU1VzZ2d5LW52YU5Pd3hhSDM1WUxMa0dNMnFuZkprRTZ0bG1zc0hZSkFHVXd6MDlrVjdqc0Q3VkVWYm83cWZ1cU12REhwSVUwdndIanNBcDlQVU4wdTU1VkRRU2RTZ9IBlAFBVV95cUxNN282dFc4TjhkTUxwU2hCMGZHa1ZzbWdpWWFReFVHdkp2amg5UUZxRzVVT3lkR1IxcTdyc2puMU1GaHo1U1FuQ0Y2YksxNkdxakxWaFd3aUpVdlp0aVdKaS1ndkZBMG92R3Jod1BhY3FzRGROY1lCaGFXUGkwWWY4UGgyMGw2MHlOQ2Jad0ZHTmJ0ZVRv?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Politics),NEW_PAST_HOUR,18,A US envoy clarifies his comments on Golan Heights that contradicted Trump’s position - Toronto Star,Source: Toronto Star,2277m,2026-08-23T19:03:00.000Z,"Published: Sun, 23 Aug 2026 19:03:00 GMT",https://news.google.com/rss/articles/CBMijwJBVV95cUxQQmdndDBPTC1SVHg0NHlXUENHZXoyOVR3Q3F1bXkxbmdLWGN0SG1sZFRVS2pINWpTN2dEamNtM2w2cUstNUdqSU9ITDlpcERFVXF5aUpxM0lDTnRyb1RXYUxDT1Fadk5xRi1sNFlFMUhIbjI5WDBRVndhUzRST25Ea0NZRlVIdVpmNDlNdWdiRkY3QWdReklZeDhkNmJCUWQwVklhRDlUYVptZG9ldFg3YWZTbm1DWkRSTFk5bHdhTnZPWUx4R1VZWW1Qdm5JSUpJdGx1N0J6d3MtMjZzbU1rR2s0X3NRZkFRM1NLUXA2S0hna2V5WFNnQnl2ZUVicXcya2hVeXh2Rmtqc1BRS2ww?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Politics),NEW_PAST_HOUR,19,Jeffries responds to Kushner meeting backlash: ‘No one from the Trump Cartel is getting a pass’ - The Hill,Source: The Hill,432m,2026-08-25T01:48:00.000Z,"Published: Tue, 25 Aug 2026 01:48:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxQR1UwOWRtcGVTcWtERFZoMm5WcnB6aTVJanFRNUZnM0NPenk4TENXZUpSZGsyVnlXQjBjS28ySUp2aVdpSU11OUIzeEpTbDZkUTR2Um9qcGJKdnhoYjRSdzU4bktxUFUxd0JNZDdmcWNCUWY3QXhCdGM3OGlHVHI4RG5xc9IBiAFBVV95cUxPbk5ILWRKTEpHZFYySTdUc2ZrMF9SSHRaaUt4d0ZMbWNUQ2pxYWpwUGFSMUZVX25kWnVkYktKVmZmeERpdHluazlXdkV1VXJPXzlkZlFMdzd1VXd1ajJxQ3dhUDVKU2xERlRLYUhWUG1oX0hNdVRfa1JCYnRGV01HZ09FTXJNT2RZ?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Politics),NEW_PAST_HOUR,20,"""Against Federal Cooperatism"": Revanth Reddy After Centre's No To US Visit - NDTV",Source: NDTV,1253m,2026-08-24T12:07:10.000Z,"Published: Mon, 24 Aug 2026 12:07:10 GMT",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPT1Y2WlFDWUJYaUYtRG9HSHJ2MmxpVUZKdVN4bHlLY2RmZi1Cb0ttOU05OFFnODA4RFZ5Q0hZSjRZSC1QcTNPV0NINm1Zc1hfYUtGdlFLRV85T1lhbTVtaFVTeDNOOWtTSUk3TmhGeTc3dkxmbkQ3aVgwRkUwQmZRZjVtUUIwODRXSzNEdTMtYTRKN2ZNVEZNZm1yZEVRNExZVmJzVERobnVIY29YUDYyRHFlOWNxYjZKYXBuODlOa0tsbkxhbFF2TDk1QmlUUzVZb2c?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,1,Ontario’s Ford warns US power could be cut as he trades insults with Trump - The Hill,Source: The Hill,684m,2026-08-24T21:36:00.000Z,"Published: Mon, 24 Aug 2026 21:36:00 GMT",https://news.google.com/rss/articles/CBMiiwFBVV95cUxQdXpTa2ZWaFNRa3dDUWY2bS1YQkZYYVZZSjg3N2h2bUVCNEE2ZFRpdlVOZ29RSXJHQ0hQcTVOZ0dNa1A3ZW5TSHRwaU4wWHRHSWRMbTQzX0hFTDJlcUVrekliSnNWOTVkcWlXRGdERVRfU3g3cWF4b2ZJcFZZYXRnVTNaMGduckdIWXdr0gGQAUFVX3lxTE5QZTkzOXJrVWNyZ001Wk5zN3dIMkNMZ0N1ckI0MUJxZk8tcEhwMmlKMFV0clotbG5qZVQtRzRrNVBUSjZFdXNHaWNzZ3BsUmN2dG1hS2pCcjdFN01faU8xc1Jual9lQ2lQY3dsalg4QXpma0p4NUtGQlNESUtTSTVvbEh3SDFFS0FrZmh1dnFuMg?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,2,'State tried to airbrush Imran khan out of existence': Atherton on appeal for former Pakistan PM - The Times of India,Source: The Times of India,308m,2026-08-25T03:52:00.000Z,"Published: Tue, 25 Aug 2026 03:52:00 GMT",https://news.google.com/rss/articles/CBMihgJBVV95cUxNV3NSaGlEU1dtTVZNR04xanZhOHFnOEdPUDFuYUtrR3B2N1NoaUNjWUtOazlETW9sZVg3c3lmeUl2WDBraWtfVFZuMS1ncEpGMEJhQ1dwdUI3eWYxZ0NaMkpqWmlXUHJpa2FWTDMyZWhZR1ZIYlROR0dYR2FGX0hCYmdQT3FmOGx3T0VadFFHMmtTS1ZpY3I5YVF4Nzd5dFZqdG9WOENxSVhkbjd0UzZtSE81amt1SGg2TjZjTkhMU2liTGJEaDN6b2NRSlB2dzF4S1Z2Q0lQdVA3M2dLbGpHOWtNcWx4cjFTMVlyRWZsQ0JkdXVOMzk2TlhRaERiWm9ha09RSGpn?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,3,Jeffries responds to Kushner meeting backlash: ‘No one from the Trump Cartel is getting a pass’ - The Hill,Source: The Hill,432m,2026-08-25T01:48:00.000Z,"Published: Tue, 25 Aug 2026 01:48:00 GMT",https://news.google.com/rss/articles/CBMigwFBVV95cUxQR1UwOWRtcGVTcWtERFZoMm5WcnB6aTVJanFRNUZnM0NPenk4TENXZUpSZGsyVnlXQjBjS28ySUp2aVdpSU11OUIzeEpTbDZkUTR2Um9qcGJKdnhoYjRSdzU4bktxUFUxd0JNZDdmcWNCUWY3QXhCdGM3OGlHVHI4RG5xc9IBiAFBVV95cUxPbk5ILWRKTEpHZFYySTdUc2ZrMF9SSHRaaUt4d0ZMbWNUQ2pxYWpwUGFSMUZVX25kWnVkYktKVmZmeERpdHluazlXdkV1VXJPXzlkZlFMdzd1VXd1ajJxQ3dhUDVKU2xERlRLYUhWUG1oX0hNdVRfa1JCYnRGV01HZ09FTXJNT2RZ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,4,JD Vance warns Canada: ‘Stop taking advantage of America’ - The Independent,Source: The Independent,897m,2026-08-24T18:03:00.000Z,"Published: Mon, 24 Aug 2026 18:03:00 GMT",https://news.google.com/rss/articles/CBMijwFBVV95cUxOOXVzTTVqNFllOHlRcUJZdm9ncy0tUTNXZDBTeTgzc3lZUDM4VjYxdWZJcDNicy1Zb1hvaU55MlJIcGhQRHZKU3BfNGFWeE82cGxsX2lkaWRPMk04UGE0RG9GMS1zajJNLVNld1V0azRRbUd4RnNqZE5raWJGbGRPSjdTZ1NYSWM1eDNvOTA3bw?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,5,Pentagon Pete Aide Quits to ‘Chop Lots of Firewood’ - The Daily Beast,Source: The Daily Beast,532m,2026-08-25T00:08:00.000Z,"Published: Tue, 25 Aug 2026 00:08:00 GMT",https://news.google.com/rss/articles/CBMihgFBVV95cUxOYVRPcE5Sb0VVQzJZYTlyNng2MEFpT3d4VlgzR2NpZFFCLW9SdkpnOURmbzFvOWNOZFRqZi1Ra2JXQTUwSVBueXpVdEFCQm1QdGlGYzZzc2ljYjRHQVgtXzRiUkZhVjZpdGc2bUowZUIxY1ZSZE03OUNtV1p4YlhwQ1JDMm9aZw?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,6,‘Honest leaders are the first step to a better future’: Cockroach hunger striker targets India’s political class - The Guardian,Source: The Guardian,540m,2026-08-25T00:00:00.000Z,"Published: Tue, 25 Aug 2026 00:00:00 GMT",https://news.google.com/rss/articles/CBMilwFBVV95cUxPSTJ0YmpacEdJbkFpb0xnRmt1ZXlrNGF2OUdHdE5BamE3WjVYSVk0UlBLVlZNY3U3UWxfTS0zd19wUmxzMjN1Q0FGRUxCdW1sTEJPVE1KTDdoNTktbzBaRGRMbkFxelV4RjMwcDRGa29HTzVJR2hKOExBZllZUktIY2hiZXFOX2ZFRkx4dXNVd3JKZWVKYWJ3?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,7,In Focus | More than ‘a gust of wind’: behind Xi Jinping’s expanding anti-graft campaign - South China Morning Post,Source: South China Morning Post,660m,2026-08-24T22:00:07.000Z,"Published: Mon, 24 Aug 2026 22:00:07 GMT",https://news.google.com/rss/articles/CBMiygFBVV95cUxOYllrQ1JIMzVCQlQ5cmtha3c5ZHB1bmtaZG0wRGVONWRUblBGWWUxM3ZEcmJQTko2REFmcUFDV2NYemJ2TXctd0VmQjVhb3dIZzY3X2xNMDlhM2J6Y1BFY2szaHFNU0lTbHR4bjRsbUFwaGZaMTBETUpjNkFKYU9lRVI3VU5GUEdlTXRQOGlTNUxKT0Rrd1lpTGYxWVR0M0dyUjNwVUxJcDRUclZUWGxlanh0VUExdGRXVHRLWGlITGJYNWphU29mRE9R?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,8,"Existing White House bunker undermines need for East Wing renovation, officials reportedly say - The Hill",Source: The Hill,1029m,2026-08-24T15:51:00.000Z,"Published: Mon, 24 Aug 2026 15:51:00 GMT",https://news.google.com/rss/articles/CBMijwFBVV95cUxQeDNfT0Zpc2otX3dyMGZRLTV1SUt6ZlJaNDFwRjNOOW9yby0yTkVLTWhhU1VzZ2d5LW52YU5Pd3hhSDM1WUxMa0dNMnFuZkprRTZ0bG1zc0hZSkFHVXd6MDlrVjdqc0Q3VkVWYm83cWZ1cU12REhwSVUwdndIanNBcDlQVU4wdTU1VkRRU2RTZ9IBlAFBVV95cUxNN282dFc4TjhkTUxwU2hCMGZHa1ZzbWdpWWFReFVHdkp2amg5UUZxRzVVT3lkR1IxcTdyc2puMU1GaHo1U1FuQ0Y2YksxNkdxakxWaFd3aUpVdlp0aVdKaS1ndkZBMG92R3Jod1BhY3FzRGROY1lCaGFXUGkwWWY4UGgyMGw2MHlOQ2Jad0ZHTmJ0ZVRv?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,9,Albania’s Flamingo Revolution takes flight against Trump family land grab - People's World,Source: People's World,796m,2026-08-24T19:43:55.000Z,"Published: Mon, 24 Aug 2026 19:43:55 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQelRDQjJGM2ZUb1NxeDZUVlVaX1JHM0JXUU9XcDhUeWR2djNncmNJb3I5Ti16UGdwSGFuaW1nMl85LWxuWXNhZ2NOeEJNSjFCVC11dlVzcGdNVWk1dm55aDZQU2xodGZucjJYcjZxT3FxRHVFeEhBYk9HakRJZDY4dENTbEFwVnFEcjUyMmkydmtYd2duQjhsd2FLSEhZcFJQV2xMRk5yT1FlZw?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,10,Flock cameras and surveillance use: Group protests outside cryptocurrency billionaire Chris Larsen's home in San Francisco - ABC7 Bay Area,Source: ABC7 Bay Area,2154m,2026-08-23T21:06:20.000Z,"Published: Sun, 23 Aug 2026 21:06:20 GMT",https://news.google.com/rss/articles/CBMi4wFBVV95cUxQUUxIbll2eUNZd010SURpSkg4MThQLXdqYmNCWVJXeW85SmFJTGRKeERWVUc3Q05VYWc5QmxpN0gwS1FxaGhiUkszZ3dEM3o4ZUVLMXEzalZ1dktaS1FVZjZUWkw5QXkyMmhpSDJ2RE5Vekx3bGk1SzE3c0hQLS1xSU16WHV0ZmdWYXhWM00wUEVITEdEbWhRQ3BGVThIdWFqZHRheG01MVY2RXNZR2xpbmNZNU80cmJERGFjZk00SkFIX19LU2ZSNEhIc2RrcGhsaDdxRjhOYlo0c0xtaEswTlc0b9IB6AFBVV95cUxQeGxTd0RWcmNZenVXMzl5S0hpeGV2Z0dQVUFxalZ1dGtBZGlUMUExbXQ3ODVYcU1mbVM4RGp2czd3ODlNalFQNzRHNFFwVV9SbEpoYVhvRWlfbGZzZElJNlBESW41ZG9UMnZyOTdVTHF1TTBlU1NMcnhHbXl0ekdzZ3BSUENrLThpRkxqclMyQUZZREV0dTVZeEltUkFoVlJwcE44SHhEZzhlcGN4aXZndGtvSUgwRmV3OE9uZndmbWJreG9Sc2NjTl9Ib25SaXJnbU5nR3JhdHlIUWtiOUdIc1hSV2pFRko2?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,11,`I inherited 100 suburbs in search of the city´ - Politico,Source: Politico,855m,2026-08-24T18:45:00.000Z,"Published: Mon, 24 Aug 2026 18:45:00 GMT",https://news.google.com/rss/articles/CBMimwFBVV95cUxPWjNlRDdzekVydzcwUkMtNEs2QmdCTUZhNDIxZnJoWUhweFlaZ2JoVzNHcnpXSVA3VVExR2o5bmprYXgxX0V0a3QwM1daT1ZsMV85RnByZk03eEhmYm1CWWJjdHo2QWJIcGxkdmowYTl4Z1ZyV2d0aTF3M1lRQ2Z3bjdlcmo3bWkzX2NRYjNPcnhlbVg3bVQxOGwtMA?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,12,Turkey sentences 5 opposition mayors in cases critics slam as politically motivated - AP News,Source: AP News,870m,2026-08-24T18:30:00.000Z,"Published: Mon, 24 Aug 2026 18:30:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxQeTZ6Q2pEUGthdjA0N09SeGJHTWtuVW9xTTZfRmxVejNkZlJoRFpiRXd6WTdVMWxZM1JieFZTaUQ0a2x3ZlZscVduSlIyMWNITlZ2aURmSy0zcVJFQWYyMnJxRUt4WXgxbFJ1Q2V6c2xEd2hqUzFBdDNaSXdpQmVKUFJxSVQtR240ekdfQ21xcS0xU0F3RnlNa2pUZVdFdw?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,13,"Ex-council boss had incentive to delete emails over perception she 'was too close to DUP,' court told - BBC",Source: BBC,1008m,2026-08-24T16:11:43.000Z,"Published: Mon, 24 Aug 2026 16:11:43 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5Xb3hzdGdXSjJqb0F0UzFrMkYxVTdaOUs2V0x1Q0ZHeGVrcFZnNFFKWG5peXBGQXBTUExtdzJTSjFqVHhLekZ4MHFpNWJFcElBNy1LaWtkZmdrdw?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,14,"Marshall spent more time, taxpayer money near Florida property. It’s up for sale - Kansas City Star",Source: Kansas City Star,1140m,2026-08-24T14:00:00.000Z,"Published: Mon, 24 Aug 2026 14:00:00 GMT",https://news.google.com/rss/articles/CBMifkFVX3lxTFAyR1dTTnFxV0w5WHZSVF9pc0RqQU9TdWgtS1BUZ2pFVTZFYndwTlFDX2ZxbzFELUR0Ull5eU44RUJLYVkwQVBLNXpqdmFoakRZTHJXYzVic1lnRHV6ZzZoR2NCUElkX3pueDRfa1BUbnZ6ci0zTllOVVc0SE9id9IBfkFVX3lxTE5LWFFlYXM4RjZfRkh2OW9XZFdDUU1oVFhUWDJGR2xEcm44NENsTU1Yc1lBY0R5Y0F0enAyLU1ZNnVWaWdIUmdBU2hFaTFaVjRrMjZqN01LZmdPQ3l4ZEJyUFFBNGhtZEJXT2VYc2xkcVpGUUtxalpDTlhPMnBEUQ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,15,Secretary of Defense Pete Hegseth to visit Oshkosh on Monday - WLUK,Source: WLUK,2250m,2026-08-23T19:29:48.000Z,"Published: Sun, 23 Aug 2026 19:29:48 GMT",https://news.google.com/rss/articles/CBMinAJBVV95cUxNSEozempLdUlYNGlXeS1vcXZuZFJiTllmWTBVMHp0ejNfZlFyN2FpRE1iejJDSVZLNG03dU5JZlZ2blh3cEg5NF9KYnNxZ2FFMng4bGs4TjZGVGRHQ0xmSDZBcHkwTnNDczQzVlNqaXhlbUNKQkwyendjOFFqbExoRlNzZzhMX21NM1A1X2NlRy1zLWprZll4Q0VWVEV5cFhpREZWWThTQTN1T2xFV1VGR3l3VkYzOE1XQUdDMExCZ3c0Tk9yNm5vYUFMWEh0VS1DWE0tbEx3UVpzS1owX1AzcFR5X3RkV0NGN2g5YUtyckVXVEVSWWh2dTEyME9TcUpZOF9EZ3pLOGNPUmZvRm1XdVdISEwxd2NlTGR3WQ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,16,"Sullivan stresses Obama administration resume, but some claims fall short - New Hampshire Public Radio",Source: New Hampshire Public Radio,1430m,2026-08-24T09:10:00.000Z,"Published: Mon, 24 Aug 2026 09:10:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxQdThvSXY0N09GQUo3SDFxQUxaTGs1WWxZdUc5WTVnVU96YW1iM0FPVnZHZHlWVlBmcHVjTFgyVktld2dkb3lXbXYxUHBqMnNENzVpWnM4WUJUVUhnOUdBZTFVd01hRXdFRUFZQk1HMjBGLXBCdWcwb2VXRFhvZXJ2ejR4X010UHRHNnZVaTJ6UkcwNXRUNldTdFprWGpfYVoySDI3UTlZeTcwcEswR18weQ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,17,Could politics put your city's funding at risk? : The Indicator from Planet Money - NPR,Source: NPR,1560m,2026-08-24T07:00:00.000Z,"Published: Mon, 24 Aug 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMilAFBVV95cUxOcDRNNktWSWdTSFpyVE8wOERZY1pscmZSOVRZWmQyY1JjVUNHMEVOeTlGUzhHQ3JZQlBiX2xnTGJhQ29DRTVhZG9DMkVscW9xZFRiaE8xckk2SWxxY0VvRW1raTBmMEJndHEzWlZuQmtHTW1mbUZIRFVzbGVJVnd0V2RhVWhldTVqLVBNV2RQTFl4cTZj?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,18,I Went to the White House Brawl and Watched the Manosphere Go Limp - GQ,Source: GQ,1260m,2026-08-24T12:00:00.000Z,"Published: Mon, 24 Aug 2026 12:00:00 GMT",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1IUjN6VF96N05FQmtNWmxTT0dnaGFGNnFwemIzVmZjT1ZMZVVzRUVOTUkwYUpBTjY4N0p2Z2xVblhmdHhiVkRlU211M0twZjY2VjNxRFRxUkxRSzQ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,19,"'Full steam ahead on legacy bill', NI secretary says - BBC",Source: BBC,1210m,2026-08-24T12:50:07.000Z,"Published: Mon, 24 Aug 2026 12:50:07 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9yWWxLaHpQLWJBNDZEdUUyenhlX2p3Qmsyel9DQmN5ZVRuM3E0VllwZ2RPSjdQUm1tWGc2MW13WktBNnhSMEl6eG40UVhrc3VWN1NLbG1GbnB5QQ?oc=5,2026-08-25T09:00:05.740Z
google_news,US (Politics),NEW_PAST_HOUR,20,Scottish government minister Ben Macpherson resigns - BBC,Source: BBC,1135m,2026-08-24T14:05:18.000Z,"Published: Mon, 24 Aug 2026 14:05:18 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9fYldVQzZlMXNzSl94dFRmRlBaVXlSWlhXMXVIVHNSeEdhajZSVFlCZm1USzVteXZYTV9NdHVnSkN2bDZWbEZidE9JeHk4bjlHX2NCazlmd2tOZw?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,1,How Canada could hit back to hurt the US economy - and Trump - BBC,Source: BBC,371m,2026-08-25T02:49:22.000Z,"Published: Tue, 25 Aug 2026 02:49:22 GMT",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9nNkdXbnlYejVOWFRlQTI5QVBlSGdyazhRcXBFenF3OUY2YkhfRnVLd3BZaUoyek02LXhfaVBoNmw1VEluTl8tbmUxSDhqMTc1b0NZVVQ4NVlpQQ?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,2,Film and TV sector says collapse of trade negotiations could prompt Ottawa to bring U.S. streamers back to table - The Globe and Mail,Source: The Globe and Mail,424m,2026-08-25T01:56:04.000Z,"Published: Tue, 25 Aug 2026 01:56:04 GMT",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNaXJfNnZLaWx4eHZZSXZaNHVUNE5LOVBZbG56QTY3ZzR0ZjFvVk1MRXI3ck9oNkVLcUdBSlM2MTRtZzJTVTNFTkRGMzU1UF9XSXFvWVVSR2V3SDVnb0tYNVVvOHMzVnN3QmlUMldNSVlsS2hpSXdXTDAzcGZQMzBXVDFfYmVWeWpWNmxOUlV1U2ZjUmFzYkN3Q0JaTUNIa0lSbERMOWNYQXo1MnNicmlsM2hVcUFmVkkw?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,3,How US sanctions on Iran ripple through global markets and consumers - Al Jazeera,Source: Al Jazeera,613m,2026-08-24T22:47:33.000Z,"Published: Mon, 24 Aug 2026 22:47:33 GMT",https://news.google.com/rss/articles/CBMisgFBVV95cUxQdWpWaXhDOTJpUzZGdEpoaUYwTnJCNExhTjhpam83N1ktempFRk9FSG13NFltWjdQWWxKVnhsODJfXzhpODNLZHlYbGYtNm5MR2tuTHlpY2FHa1JreElnQVVmWU5CeXVOOU4yOWVpX3R4aFpiMVNwTU4wVWNoRVhQb1VPRFpKLTJGSjZfemhYX09CWnpkc1F0TGJINXl6aU9CbjNfNE10TTE5ZkhuQmhIeUJn0gG3AUFVX3lxTE1RU0FZVVJ1Y0J1bkprcmhiLS1nVVpGQVRZMDFYbm1lZkxLZkh3clhCMHZnc1E3T0JZb3paY1ZqM1RXMjdrTEk1NEdacFZHcHY5dUZiMm9oQnVRcllBR09vaXFjRm1xdnJjVzBnU1JrUk1rUHVoa3QtWXU0SzNDcE15U29RQ2czZWJuV3c4UkpacWVzY1NscTllWnhaV19DeW1oaGdrRzhwVkpjUUpicXFEUG1pYnB5NA?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,4,"'I was gonna kill her anyways': Judge hears murder began as plot to lure, confine, rape Calgary women | CBC News - CBC",Source: CBC,609m,2026-08-24T22:50:46.000Z,"Published: Mon, 24 Aug 2026 22:50:46 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxOVTJkcGlPbUtlS2Y2c3dmejJpUngwSU03bUdXS0NRdWtUb2JvcXhaRkhjMXEtc2dNSFd1NExwUDZRRnJUOEM2d0pNM19Ibk8wVFozYVVOejVKclVoajd2dGRUUGFHYnpDakFhdllGVmZBVndLN3NRV3ExRjBoUkg2WHNObHFzSWlvYUdneTBNYWRmbTY1V19jbVBlWDN2YjJ5ZEVQeEg2WF8zM2cxX1E?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,5,Gavin Newsom says California will sue Trump administration again to block ‘Orwellian rules’ meant to curb mail-in voting – as it happened - The Guardian,Source: The Guardian,1330m,2026-08-24T10:50:00.000Z,"Published: Mon, 24 Aug 2026 10:50:00 GMT",https://news.google.com/rss/articles/CBMi9AFBVV95cUxPSjhwdlVUQUxLX0ZSNmNKYVdpcnY3dEdHYU9oWUo5emtEa1d1V0RGSzlPR1lWaGlGLUx0Nlp3a0l1N21hRVJiZkRDWjlzNEJNNDI0NGRqNzNaQjlaYkdRT3h3Qnp1MUNNdFJDSm9hSmZWU1ZkTjlNX3FJTXkycnh3N2dJZ1czbHRLWFhZV2VXeUtyVWRsU29LNUZnMVBoanNTOGVjRWc5OFRTWkdaZUJTcDlZS0NTc0paWC1FYWwwalIzRVMwVklKTXViN1dIa0tNRUdpOXZITmducVVuQXktcFpId0h4QzVuOHhtUlFJN2pwRFY2?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,6,Indonesia intensifies aerial firefighting as wildfire haze spreads to Malaysia - AP News,Source: AP News,501m,2026-08-25T00:39:00.000Z,"Published: Tue, 25 Aug 2026 00:39:00 GMT",https://news.google.com/rss/articles/CBMirwFBVV95cUxQTFdEeXpxc2ZXYTlsR2ZlR285QVJ0Z1BrNmdDMjViZWtjWi1rVGhJTm1WR0xyZkNTZS1qWW1fYTNjR2RmRk9lTEF6RU1pdHNyeV8xeHQ3MW1yNk9iVm5ud2tJTzcta0NGM0QxcW1TMWMwYVBoMHhzT05DQUw2RjBkVXYyYmNPTDh5LW5SaWRrd3N6OWNoWldTWTNveWNXUDd5OFo2U3pYVkhiRWJIekFZ?oc=5,2026-08-25T09:00:05.740Z
google_news,CA (Top News),NEW_PAST_HOUR,7,"Victim of Prince George plane crash identified as devoted coach, volunteer and mother of 2 - CBC",Source: CBC,584m,2026-08-24T23:16:00.000Z,"Published: Mon, 24 Aug 2026 23:16:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxOOHMtUGRzZDFTQU90NllkM2NTM0drSWxKeFc0UWh4Y1p5X180bVgtZFUxOGlpYnNzanZIY3NzaHhHQV9nR3hsaERONlZoSEpFa3c5NzJBM2V3bmpKeGEyb3NDQjNORUtwYzlaSDFJYzNfdXFiOFhxbHNhLTZQUWR6TjhQNmU4bjJ4dzFPM29oTnZTU3BSaUxGdTV5QzR5UQ?oc=5,2026-08-25T09:00:05.740Z
